SOC;mAh_Charge1;mAh_Discharge1;Avg_Ah1;Charge1;Discharge1;Avg_OCV1;Avg_dOCV1;Delta_OCV1;R0_est1;mAh_Charge2;mAh_Discharge2;Avg_Ah2;Charge2;Discharge2;Avg_OCV2;Avg_dOCV2;Delta_OCV2;R0_est2;mAh_Charge3;mAh_Discharge3;Avg_Ah3;Charge3;Discharge3;Avg_OCV3;Avg_dOCV3;Delta_OCV3;R0_est3;Avg_avg_OCV;Avg_avg_dOCV;Avg_charge_OCV;Avg_discharge_OCV
0.027;405.384210000008;407.258857500048;406.321533750028;3.10106436317486;2.98642528734644;3.04374482526065;0.00724366760079853;0.114639075828423;0.0768917079530927;414.27059250005;406.444177499969;410.357385000009;3.09565890030667;2.99482245801771;3.04524067916219;0.00730822133597586;0.100836442288963;0.0679555602841222;415.174552500039;414.545175000005;414.859863750022;3.09635135776712;2.98473525634118;3.04054330705415;0.00736945908794517;0.11161610142594;0.0754160505479901;3.04276152345824;0.00742780677866994;3.09769154041622;2.98866100056844
0.028;420.398440000008;422.342518888938;421.370479444473;3.10780000084529;2.99410888693114;3.05095444388822;0.0072096186275652;0.113691113914147;0.0762558827762373;429.61394777783;421.497665555524;425.555806666677;3.10255359770529;3.00256317843298;3.05255838806914;0.00731770890694206;0.0999904192723196;0.0673854095845913;430.551387777818;429.898700000003;430.225043888911;3.10301563312123;2.99262141471493;3.04781852391808;0.00727521686392985;0.110394218406305;0.0745904564769263;3.04996019864335;0.00719867518510853;3.10445641055727;2.99643116002635
0.029;435.412670000008;437.426180277829;436.419425138919;3.11417543592553;3.00140405536031;3.05778974564292;0.0068353017546996;0.112771380565214;0.0756389913057695;444.95730305561;436.551153611077;440.754228333343;3.10919523391855;3.00995139892914;3.05957331642384;0.0070149283547094;0.0992438349894016;0.0668822725034592;445.928223055597;445.252225000002;445.5902240278;3.1097186004818;3.00010774554163;3.05491317301172;0.00709464909363877;0.109610854940172;0.0740611584813445;3.05693958136015;0.00697938271680565;3.11102975677529;3.00382106661036
0.03;450.426900000009;452.509841666719;451.468370833364;3.12003845590955;3.00843065397882;3.06423455494418;0.00644480930126567;0.111607801930726;0.0748585458259277;460.300658333389;451.604641666634;455.952650000012;3.11515469765877;3.01732199437243;3.0662383460156;0.00666502959175741;0.0978327032863442;0.0659312845140064;461.305058333376;460.605750000004;460.95540416669;3.11610926417355;3.00738202494116;3.06174564455736;0.00683247154563826;0.108727239232388;0.0734641226950029;3.06370153991841;0.00676195855826078;3.11710080591396;3.01104489109747
0.031;465.441130000009;467.593503055608;466.517316527809;3.12616472071929;3.01548323698932;3.0708239788543;0.0065894239101203;0.110681483729971;0.0742372377069519;475.644013611169;466.658129722187;471.151071666678;3.12137095502939;3.02421586367843;3.07279340935391;0.00655506333830669;0.0971550913509525;0.0654746291850452;476.681893611155;475.959275000001;476.320584305578;3.12201171524291;3.01428003583617;3.06814587553954;0.00640023098218467;0.107731679406744;0.0727914492260759;3.07025505092112;0.00655351100270485;3.12318246366386;3.01799304550131
0.032;480.455360000009;482.6771644445;481.566262222255;3.13227610821776;3.02223937297898;3.07725774059837;0.00643376174406818;0.110036735238781;0.0738047864478194;490.987368888948;481.711617777743;486.349493333345;3.12724151753796;3.03129858185584;3.0792700496969;0.00647664034299122;0.0959429356821175;0.064657734858377;492.058728888935;491.312800000005;491.68576444447;3.1277892190298;3.02116626720991;3.07447774311986;0.00633186758031634;0.106622951819883;0.0720423112910789;3.07658509922306;0.00633004830193951;3.12910228159517;3.02490140734825
0.033;495.469590000009;497.760825833391;496.6152079167;3.13809488397728;3.0289553551475;3.08352511956239;0.00626737896401774;0.109139528829782;0.0732030044404553;506.330724166728;496.765105833296;501.547915000012;3.13339928550884;3.03768784646548;3.08554356598716;0.00627351629025963;0.0957114390433573;0.0645017249532897;507.435564166714;506.666325000004;507.050944583359;3.13337811380716;3.02770170144523;3.0805399076262;0.00606216450633923;0.105676412361924;0.0714027595893517;3.08273526765014;0.00615016842708727;3.13495742776443;3.0314483010194
0.034;510.48382000001;512.844487222281;511.664153611145;3.1434554983279;3.03520472578433;3.08933011205612;0.00580499249372535;0.108250772543576;0.0726068901722041;521.674079444508;511.818593888851;516.746336666679;3.13865376596085;3.04396867966921;3.09131122281503;0.00576765682787217;0.0946850862916397;0.0638100466799503;522.812399444493;522.019850000002;522.416124722248;3.13927989624287;3.03374251908241;3.08651120766264;0.00597130003644564;0.105537377160462;0.0713088171773927;3.08872267682038;0.00598740917023388;3.14046305351054;3.03763864151198
0.035;525.49805000001;527.928148611174;526.713099305592;3.14868391470042;3.041453529211;3.09506872195571;0.00573860989959618;0.107230385489415;0.0719224873819632;537.017434722287;526.872081944406;531.944758333347;3.1442162687894;3.04987028853348;3.09704327866144;0.0057320558464089;0.0943459802559259;0.0635815167940324;538.189234722272;537.373375000003;537.781304861138;3.14428164904247;3.04001909015556;3.09215036959902;0.00563916193637715;0.10426255888691;0.0704474561539434;3.09454481818939;0.00582214136900872;3.14572727751077;3.04378096930001
0.036;540.51228000001;543.011810000062;541.762045000036;3.15403008605711;3.04716826125976;3.10059917365843;0.00553045170272171;0.106861824797348;0.0716752831813652;552.360790000067;541.925569999959;547.143180000013;3.14970952300681;3.05604960446762;3.10287956373721;0.00583628507577316;0.0936599185391844;0.0631191669997284;553.566070000051;552.726900000003;553.146485000027;3.14988346788326;3.04601860142007;3.09795103465167;0.00580066505264742;0.103864866463188;0.0701787458912943;3.10020070975454;0.00565589156515545;3.15120769231572;3.04974548904915
0.037;555.52651000001;558.095471388953;556.810990694482;3.15919230910007;3.05290933972989;3.10605082441498;0.0054516507565463;0.10628296937018;0.0712870282854567;567.704145277847;556.979058055513;562.34160166668;3.1546248609721;3.06205510072795;3.10833998085003;0.00546041711281298;0.0925697602441531;0.0623844889800007;568.942905277831;568.080425000004;568.511665138917;3.15508513411905;3.05204153153506;3.10356333282705;0.00561229817538722;0.103043602583985;0.0696238395880287;3.10568893687093;0.00548822711638763;3.15630076806374;3.05566865733097
0.038;570.540740000011;573.179132777843;571.859936388927;3.16395235426218;3.05867536187467;3.11131385806843;0.0052630336534456;0.105276992387504;0.0706122907424286;583.047500555626;572.032546111068;577.540023333347;3.1598818020061;3.06785353090566;3.11386766645588;0.0055276856058506;0.0920282711004354;0.0620195693406936;584.31974055561;583.433950000006;583.876845277808;3.15979191368957;3.05790150225568;3.10884670797263;0.00528337514557409;0.101890411433887;0.0688446587981948;3.11105771420545;0.0053687773345219;3.16120868998595;3.06147679834534
0.039;585.554970000011;588.262794166736;586.908882083374;3.16880808391059;3.06438748843736;3.11659778617398;0.00528392810555056;0.104420595473234;0.0700378808307282;598.390855833406;587.086034166623;592.738445000015;3.16481945736717;3.07334555663572;3.11908250700145;0.00521484054556831;0.0914739007314536;0.0616459688032895;599.696575833389;598.787475000003;599.242025416696;3.16505733278852;3.06314059342741;3.11409896310796;0.00525225513533734;0.101916739361107;0.0688624478829654;3.11628991586793;0.00523220166248262;3.16622829135543;3.06695787950016
0.04;600.569200000012;603.346455555626;601.957827777819;3.17327951819552;3.06961258776665;3.12144605298109;0.0048482668071097;0.10366693042887;0.0695323761233069;613.734211111186;602.139522222176;607.936866666681;3.16940095562485;3.07879494133206;3.12409794847845;0.00501544147700894;0.0906060142927996;0.0610610839356469;615.073411111168;614.141000000005;614.607205555587;3.16969300013077;3.06894172218992;3.11931736116035;0.00521839805238189;0.100751277940854;0.0680749763957996;3.12137888541728;0.00508896954934812;3.17079115798372;3.07244975042954
0.041;615.583430000012;618.430116944515;617.006773472264;3.17810980375021;3.07483755383635;3.12647367879328;0.00502762581219374;0.103272249913862;0.0692676526101817;629.077566388965;617.193010277733;623.135288333349;3.17407970027851;3.08422729343378;3.12915349685615;0.00505554837769129;0.089852406844726;0.0605532138124491;630.450246388948;629.494525000004;629.972385694476;3.1743604076146;3.07417897420405;3.12426969090933;0.00495232974897908;0.100181433410542;0.067689947503431;3.12634774799887;0.00496886258159179;3.17551663721444;3.0777479404914
0.042;630.597660000012;633.513778333407;632.055719166709;3.18226061894981;3.07985889941684;3.13105975918332;0.00458608039004549;0.102401719532976;0.0686837629780672;644.420921666745;632.246498333285;638.333710000015;3.17890872349384;3.08911592411811;3.13401232380597;0.00485882694982465;0.0897927993757306;0.0605130432266891;645.827081666727;644.848050000006;645.337565833366;3.17869653972235;3.07943650455568;3.12906652213901;0.00479683122968666;0.0992600351666684;0.0670673830557657;3.13116296722929;0.00481521923041495;3.17995529405533;3.08280377603021
0.043;645.611890000012;648.597439722296;647.104664861154;3.18679173315829;3.0850275141332;3.13590962364575;0.00484986446242397;0.101764219025092;0.068256173148701;659.764276944524;647.29998638884;653.532131666682;3.18288059327364;3.09425529694995;3.13856794511179;0.00455562130582399;0.0886252963236851;0.0597262411317895;661.203916944506;660.201575000005;660.702745972255;3.18299817562188;3.08464295203029;3.13382056382608;0.00475404168706994;0.0983552235915868;0.0664560257819405;3.13587159678651;0.00470862955721785;3.1842235006846;3.08797525437115
0.044;660.626120000013;663.681101111188;662.1536105556;3.19097227581826;3.08979583483186;3.14038405532506;0.00447443167931416;0.101176440986396;0.0678619336019671;675.107632222304;662.353474444395;668.73055333335;3.18754115579984;3.09933977331817;3.143440464559;0.00487251944720812;0.0882013824816714;0.0594405576825095;676.580752222285;675.555100000003;676.067926111144;3.18739998686192;3.08955147798092;3.13847573242142;0.00465516859533865;0.0978485088809942;0.0661136520407038;3.1404532154494;0.00458161866289419;3.18863780616001;3.09289569537698
